review,sentiment
ok ứng dụng rất hay .Giúp tôi lưu trữ đc hình & videos,positive
Ảnh của tôi bị đóng ứng dụng Phiền chết ik đc,negative
Chức năng tìm kiếm album chỉ tìm được từ khóa đầu,negative
"Lưu giữ những hình ảnh, video theo mục rất ok.",positive
Cũng được có thể lưu trữ được nhiều hình ảnh,positive
Update xong ảnh dung lượng cao bị nhòe ! Chán !,negative
"Ứng dụng này có như không, tốn bộ nhớ.",negative
Tôi cảm thấy app này rất là hay,positive
Tiền lợi hữu ích cho người dùng OK,positive
Cho sao lưu mà không cho đồng bộ,negative
Cớ sao lại có thể hữu ích đến vậy?,positive
tuyệt lưu trũ được rất nhiều ảnh,positive
quá đỉnh không phải bà bàn cãi,positive
Dm tuyệt vời chỉ ko dùng thôi,positive
Sao lại gỡ cài đặt vậy chứ,negative
Rất kịp thời những cái tươi mới!,positive
Tôi hãy lòng với ứng Dụng này,positive
Như quần lm mất hết nguyên abum 😢,negative
Tôi rất thích ứng dụng này rất OK,positive
rất hay. cần phát triển nhiều hơn nữa.,positive
Rất hữu ích.có thể dùng mọi nơi.,positive
"Tôi cảm thấy Google đang ngày đối xử k công bằng với hệ điều hành Android 4 khi các phiên bản ứng dụng của Google hiện nay đã k hỗ trợ Android 4. Điển hình là ""Google Docs-Google Tài Liệu"" đã không thể tải được trên Google Play nhưng đa số các thiết bị máy tính bảng củ Samsung thì sử dụng Android 4. Vậy mua máy tính bảng về làm gì khi cả Microsoft lẫn các ứng dụng hỗ trợ của Google không còn hỗ trợ?.chí ít cũng phải để các phiên bản android cao vó thể tải được những phiên bản mà nó hỗ trợ!Thanks",negative
Quá tồi tồi tồi tồi tồi tồi tồi,negative
"Mấy bản gần đây đỡ hơn nhiều, thi thoảng ảnh Gif không hoạt động, lúc vào thùng rác lại hoạt động bình thường, nhiều ảnh Gif không xuất hiện khi đã tải",negative
t lưu đc rất nhiều ảnh lên gg photo nhưng app cần có chức năng tải ảnh lên dưới nền mà ko cần mở app đề tải ành lên như thế sẽ thuận tiện hơn,positive
Đây là Một trải nghiệm mới rất bổ ích cho tôi cảm nhận được đi vào một thế giới hư ảo và huyền diệu nhất.,positive
Ad cho mình hỏi là .mình vào fb chỗ ảnh sao ko thấy ảnh ạ .truy cập vô nhưng ko có 1 bức ảnh nào . Mình chụp rất nhiều ..khi thoát ra vô ảnh thì vẫn có .nhưng khi vô fb tìm ko thấy ảnh nào .mong ad khắc phục,negative
"Ứng dụng hay tự đồng bộ dù tôi đã tắt tính năng này,làm ơn bỏ tự động đồng bộ giùm tôi. Application is auto-syncing even though I turned off this feature, please disable auto-sync for me.",positive
"Lưu ảnh tốt, nhưng mà BẤM LƯU LẠI VÀO THIẾT BỊ THÌ NHẤN 1 LẦN ÉO THẤY LƯU, MÀ NHẤN CẢ CHỤC LẦN NÓ MỚI BẮT ĐẦU TẢI. Khắc phục giùm cái, k là k có đáng giá 5sao đâu.",neutral
Mình rất thích Google. Photos lưu trữ hình ảnh và phục hồi đầy đủ những thứ liên quan. Cảm ơn,positive
Ảnh mik ko thể lưu vào trg bộ nhớ lưu trữ và nó bin xoá rất nhìu ảnh của mik 😣,negative
Sẽ tốt hơn nếu cho phép tạo thư mục và đổi tên file. Phóng to hơn được nữa thì còn hay hơn .,neutral
Nên cải thiện lại giống phiên bản trước cập nhật gần đây ứng dụng này rất lag !,negative
Ứng dụng rất tốt. Đôi khi hơi lag một chút nhưng ko Sao. Vẫn cho 5 🌟 động viên,positive
Sao cập nhật bản mới nhất ảnh chụp màng hình trong điện thoại em lại mất hết vậy ad ???,negative
Ứng dụng thuộc diện ít sử dụng tới. Nếu không phải hệ thống thì xoá lâu rồi,negative
"Tuyệt vời tôi thích phần "" dành cho bạn "" có rất nhiều hoạt ảnh, ảnh cách điệu ♥️",positive
Thà không có còn hơn Sao lưa rồi Xoá trên điện thoại vẫn mất trên ưng dụng Thà không có còn hơn,negative
Tuyêt vời nếu như ai đó giúp mình giải phóng bộ nhớ gmail trên máy,positive
Nhờ có google ảnh mà mình lấy lạy được điện thoại bị ăn cắp.,positive
Xóa ảnh chuyển vào thùng rác 1 loạt mà mấy lần đều ko đc,negative
"Bên làm đẹp, toàn cảnh chưa tốt, các mục khác Oke, cảm ơn nhà Phát triển.",neutral
"Thời gian hiển thị ít chính xác, tải lại ảnh khó khăn, mất nhiều thời gian",negative
Các tệp tin tải về ảnh mình thấy ổn sắc màu rực rỡ,positive
"Nhân viên tư vấn nhiệt tình, lưu ảnh thoải mái ko ko nặng máy",positive
Nhờ có nó mà tui lưu đc bao nhiêu kỉ niệm đẹp,positive
Cảm ơn nhà sản xuất ra app rất hay và tiện dụng 👍,positive
Ko link với Drive nên psinh chi phí và mất time,negative
Ko có tk gg như phế ko chụp đc màn hình,negative
Tôi thích ứng dụng này vì lưu được nhiều ảnh,positive
Ứng dụng tốt nếu thêm GB khuyến mãi nữa thì tốt.,positive
Ứng dụng hay. Lợi ích rất nhiều cho bộ nhớ máy. Thanks.,positive
Rất tuyệt vời tôi xin cảm ơn rất nhiều,positive
Tôi đã lưu giữ được rất nhiều kĩ niệm,positive
tai sao hinh anh luu lai khong nhin thay,negative
tôi rất hài lòng với ứng dụng này,positive
tôi không thể nào đồng bộ danh bạ,negative
Google phots rất thích hợp cho các bạn,positive
Ko chia sẻ đc liên kết khác,negative
Tốt nhất mọi người nên sử dụng,positive
"Rất tuyệt vời, có tùy chỉnh màu sắc rất hay...",positive
Tôi rất thích cái ứng dụng này,positive
Ứng dụng hay và có ý nghĩa,positive
Ok Duoc Dong Y Hop Ly Tot,positive
Photosop hinh tuyet dep cho gia dinh,positive
Tôi rất thích .Cám ơn Google nhiều nhiều,positive
"Rất tiện, cảm ơn nhà phát triển!!",positive
Giúp mình tạo được 📖 photos ♌📓🌁,positive
Ứng dụng ảnh rất tiện ích công ty Thế Giới Giấy Dán Tường đã dùng ứng dụng này để lưu trữ ảnh một cách nhanh chóng và tránh bị mất.,positive
Tuyệt vời. Thích nhất là lưu ảnh không giới hạn. Thêm nhiều chức năng chỉnh sửa nữa là 10* luôn,positive
"Ảnh tải về chẵn thấy đâu, ứng dụng quá tệ",negative
Ứng dụng rất tốt . Mong là càng ngày càng tốt hơn nữa.,positive
Tôi thực sự rất yêu thích ứng dụng này. Một giải pháp tuyệt vời cho việc lưu trữ những bức ảnh và video.. Đơn giản và dễ sử dụng. Thank you 👍👍,positive
5 sao. Lưu trữ quá tốt với chất lượng. Đã chuyển 4 máy Android nhưng những ảnh từ thời đầu vẫn còn nguyên chất lượng,positive
Nhờ thêm tính năng sửa ngày tháng của ảnh. Thanks,positive
Rất tốt tiện lợi trong việc lưu trữ hình ảnh,positive
Ứng dụng tốt cần phát huy nhiều hơn,positive
"... có được trải nghiệm tuyệt vời, cảm ơn Google Photos",positive
Hy vọng google photo sớm có darkmode,neutral
"Rất tốt, tôi dùng nhiều năm rồi,thank",positive
Vì dùng 1 tài khoản gmail từ xa xưa nên dù thay điện thoại hay máy tính vẫn còn giữ lạu được những bức ảnh mà mình ngỡ là không còn,positive
Trước đây app dùng rất ổn nhưng có lẽ sau lần cập nhật gần đây ảnh không tự động cập nhật nữa mà phải cập nhật thủ công. Điều này khá bất tiện khi có nhiều ảnh cần lưu,negative
"Sao lưu miễn phí, đổi đt là còn nguyên ảnh chụp từ nhiều năm trước, tuyệt vời",positive
"Lỗi không thể lưu ảnh vào từ Bộ nhớ trong sang Google Ảnh. Cần Admin khắc phục sự cố này, điện thoại tôi đang sử dụng là Oppo Realme.",negative
"Vào được một lúc thì nó lại tự động thoát ra, tệ, còn việc đồng bộ hóa cũng không nhanh. Tôi đã bật chế độ tự động đồng bộ hóa nhưng khi gửi ảnh cho ai đó thì tôi lại phải vào google photos để đồng bộ Quá tệ",negative
Lưu ảnh ko xài cái này thì sai lầm lớn nhất trong cuộc đời sử dụng đt của bạn,positive
Có 1 số ảnh sao lưu lại nhưng vị trí bị thay đổi hoàn toàn so với những ảnh khác,negative
"Đôi lúc tạo album ảnh nhưng k hiện ra album ảnh,phải chọn lại 1,2 lần mới có được album.mong được xem lại",negative
Tính năng chia sẻ với người khác qua mail và số điện thoại không hoạt động.,negative
Minh that su rat hai long boi ung dung google photos mang lai rat tien dung va huu ich,positive
Rất tốt nhưng nếu có chế độ lọc ảnh giống nhau thì tuyệt biết mấy,positive
Mình khá là thích ứng dụng này rất tiện.nếu xóa trên điện thoại vẫn còn trên úng dụng,positive
Có thể lưu ảnh được nhiều giúp giải phóng dung lượng điện thoại. Rất tốt.,positive
"Tốt, mình cần thêm sự thông minh và tự động ghép ảnh, làm video, hiệu ứng, kỉ niệm,...",positive
"Tôi đang dùng samsung galaxy note 10 plus chính hãng việt nam,đã lên android 10,tôi k thể hiểu tại sao khi đã tắt đồng bộ trên google photo đi rồi mà xóa ảnh trong google photo ảnh trong điện thoại tôi cũng mất hết luôn,giờ cứ chụp ảnh là ảnh lại đc lưu cả trong google photo dù đang tắt đồng bộ,thật sự mất hết ảnh ức chế k tả được,mong nhận đc 1 lời giải thích",negative
Bị lỗi liên tục không thể tải ảnh lên album được,negative
Ảnh bổng nhiên bị sọc sọc không xem đc một số ảnh,negative
Rất tốt khóng lo bị xoá lưu trữ dám bảo,positive
Rất tốt giữ lại những tấm hình kĩ niệm,positive
Tôi rất thích ứng dụng này là của mình,positive
Mình đã trải nghiệm nhiều năm rồi. Mình rất thích,positive
Thủ vi và hữu ich khi xử dụng. Thanks,positive
APP NHẢM. ĐỪNG TẢI. MẤT CÔNG XOÁ,negative
Rất tốt lưu trữ được nhiều dữ liệu,positive
Cho thêm dung lượng miễn phí đi ạ,neutral
Ứng dụng rất hay và tiện lợi. Thanks,positive
Giữ lại những khoảnh khắc đáng nhớ,positive
Tuyệt vời hình ảnh đc lưu lại,positive
Rất nhiều ảnh có hiện tượng duplicate.,positive
Anh google làm gì cũng bài bản.,positive
Rất đẹp...cần hình trong thêm là tuyệt vời,positive
Lỗi ko chụp lưu hình khi chụp,negative
Tốt. Mà ko biết bảo mật ko,positive
Lưu giữ tất cả các kỷ niệm :),positive
Fan GG ko nói gì thêm =],positive
Chỉ là thích thế thôi ♡♡♡ (*¿¤),positive
làm sao để sao lưu ảnh trên thiết bị vào duy nhất một tài khoản google. Điện thoại tôi có 3 tài khoản google và nó sao lưu ảnh qua hết 3 tài khoản. Tôi thấy thật khó chịu vì điều này,negative
Cắt ảnh bị mất ảnh gốc thay bằng ảnh mới mong ad để lại thành 2 chiếc chứ chụp cắt mặt người khác ra rồi mất ảnh gốc không biết tìm ở đâu ra,negative
"Ad có thể xem xét thêm tính năng xóa ảnh giống nhau ko ạ? Vì mình sợ mất ảnh nên trước khi xóa mình sao lưu lên google ảnh, có nhiều ảnh bị trùng lại nên nếu có thể xóa ảnh trùng (giống nhau) thì tốt quá",neutral
"Khi tôi muốn chia sẻ ảnh của tôi với bạn bè trong kho lưu trữ của Google Photos, thì không thể vào được kho ảnh là sao? Xin cảm ơn!",negative
Tuyệt vời! Thỉnh thoảng tự nhiên được xem lại hoạt động của mình cùng thời điểm những năm trước. Google Photos giỏi quá. Cảm ơn!,positive
"Chào mừng bạn đến với khay nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.",positive
Tôi cũng thích đi du lịch và chụp các cảnh mà mình đã tới trải nghiệm..tôi muốn ghi lại hình ảnh những nơi mà tôi đã đến...,positive
Chương trình phuc vụ nhanh chuẩn rất tao cho chúng tôi dc gần nhau hơn và biết nhiều thông tin hay,positive
"Ứng dụng ãnh dể sài và có sẵn bộ nhớ của Google photos nữa ,mình tha hồ mà lưu trữ .",positive
"Ứng dụng khá là tốt. Nhưng t thấy có 1 vấn đề. *. Ảnh trong thùng rác mình xoá hết rồi. *. Ứng dụng gỡ bỏ. *. Cài lại ứng dụng. *. Toàn bộ ảnh mình xoá đi, gần như còn hết, như là mình chưa xoá.",positive
Hồi trc sài đc nhưng dạo này ứng dụg cứ bị mất ảnh(ảnh trắng xám k hiện lên),negative
"Bộ nhớ lưu trữ kém , có mỗi vào chục cái ảnh mà cx bảo là ko gian lưu trữ bộ nhớ hết là sao 😒😒😒",negative
"Rất tuyệt vời, ảnh của em không bao giờ mất đi, cập nhật thường xuyên, tạo hình rất tuyệt ạ",positive
"Rất tuyệt vời ,mình gần như có thể làm mọi thứ với những bức ảnh cua mình!",positive
